path_name,scene_id,start_time,end_time
demolition.mp4,492,00:30:01.467,00:30:05.433
demolition.mp4,493,00:30:05.433,00:30:09.733
demolition.mp4,494,00:30:09.733,00:30:13.467
demolition.mp4,495,00:30:13.467,00:30:17.300
demolition.mp4,496,00:30:17.300,00:30:20.200
demolition.mp4,497,00:30:20.200,00:30:23.033
demolition.mp4,498,00:30:23.033,00:30:28.400
demolition.mp4,499,00:30:28.400,00:30:32.133
demolition.mp4,500,00:30:32.133,00:30:44.633
demolition.mp4,501,00:30:44.633,00:30:50.633
demolition.mp4,502,00:30:50.633,00:30:53.000
demolition.mp4,503,00:30:53.000,00:30:56.767
demolition.mp4,504,00:30:56.767,00:30:58.767
demolition.mp4,505,00:30:58.767,00:31:00.367
demolition.mp4,506,00:31:00.367,00:31:01.633
demolition.mp4,507,00:31:01.633,00:31:07.600
demolition.mp4,508,00:31:07.600,00:31:13.167
demolition.mp4,509,00:31:13.167,00:31:17.367
demolition.mp4,510,00:31:17.367,00:31:19.333
demolition.mp4,511,00:31:19.333,00:31:21.267
demolition.mp4,512,00:31:21.267,00:31:21.967
demolition.mp4,513,00:31:21.967,00:31:24.800
demolition.mp4,514,00:31:24.800,00:31:27.300
demolition.mp4,515,00:31:27.300,00:31:30.833
demolition.mp4,516,00:31:30.833,00:31:34.967
demolition.mp4,517,00:31:34.967,00:31:37.800
demolition.mp4,518,00:31:37.800,00:31:42.600
demolition.mp4,519,00:31:42.600,00:31:44.200
demolition.mp4,520,00:31:44.200,00:31:44.867
demolition.mp4,521,00:31:44.867,00:31:51.667
demolition.mp4,522,00:31:51.667,00:31:56.967
demolition.mp4,523,00:31:56.967,00:32:00.667
demolition.mp4,524,00:32:00.667,00:32:42.167
demolition.mp4,525,00:32:42.167,00:32:48.367
demolition.mp4,526,00:32:48.367,00:32:50.767
demolition.mp4,527,00:32:50.767,00:32:53.800
demolition.mp4,528,00:32:53.800,00:32:55.833
demolition.mp4,529,00:32:55.833,00:32:58.567
demolition.mp4,530,00:32:58.567,00:33:02.400
demolition.mp4,531,00:33:02.400,00:33:04.300
demolition.mp4,532,00:33:04.300,00:33:08.833
demolition.mp4,533,00:33:08.833,00:33:12.267
demolition.mp4,534,00:33:12.267,00:33:15.500
demolition.mp4,535,00:33:15.500,00:33:17.400
